"UF";"COD_MUN";"NOME_MUN";"Ausência de Casos";"NUM_2025";"DEN_2025";"RES_2025";"Alcançou a meta?";"RES";"METAS"
"SC";420610;"Grão Pará";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";420620;"Gravatal";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";420630;"Guabiruba";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";420640;"Guaraciaba";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";420650;"Guaramirim";;0;1;0;"Não";0;"NÃO ALCANÇOU"
"SC";420660;"Guarujá do Sul";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";420665;"Guatambú";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";420670;"Herval d'Oeste";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";420675;"Ibiam";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";420680;"Ibicaré";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";420690;"Ibirama";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";420700;"Içara";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";420710;"Ilhota";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";420720;"Imaruí";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";420730;"Imbituba";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";420740;"Imbuia";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";420750;"Indaial";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";420757;"Iomerê";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";420760;"Ipira";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";420765;"Iporã do Oeste";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";420768;"Ipuaçu";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";420770;"Ipumirim";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";420775;"Iraceminha";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";420780;"Irani";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";420785;"Irati";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";420790;"Irineópolis";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";420800;"Itá";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";420810;"Itaiópolis";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";420820;"Itajaí";;0;1;0;"Não";0;"NÃO ALCANÇOU"
"SC";420830;"Itapema";;0;1;0;"Não";0;"NÃO ALCANÇOU"
"SC";420840;"Itapiranga";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";420845;"Itapoá";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";420850;"Ituporanga";;0;1;0;"Não";0;"NÃO ALCANÇOU"
"SC";420860;"Jaborá";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";420870;"Jacinto Machado";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";420880;"Jaguaruna";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";420890;"Jaraguá do Sul";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";420895;"Jardinópolis";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";420900;"Joaçaba";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";420910;"Joinville";;2;8;25;"Não";25;"NÃO ALCANÇOU"
"SC";420915;"José Boiteux";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";420917;"Jupiá";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";420920;"Lacerdópolis";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";420930;"Lages";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";420940;"Laguna";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";420945;"Lajeado Grande";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";420950;"Laurentino";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";420960;"Lauro Muller";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";420970;"Lebon Régis";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";420980;"Leoberto Leal";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";420985;"Lindóia do Sul";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";420990;"Lontras";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421000;"Luiz Alves";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421003;"Luzerna";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421005;"Macieira";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421010;"Mafra";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421020;"Major Gercino";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421030;"Major Vieira";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421040;"Maracajá";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421050;"Maravilha";;0;1;0;"Não";0;"NÃO ALCANÇOU"
"SC";421055;"Marema";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421060;"Massaranduba";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421070;"Matos Costa";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421080;"Meleiro";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421085;"Mirim Doce";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421090;"Modelo";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421100;"Mondaí";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421105;"Monte Carlo";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421110;"Monte Castelo";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421120;"Morro da Fumaça";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421125;"Morro Grande";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421130;"Navegantes";;0;1;0;"Não";0;"NÃO ALCANÇOU"
"SC";421140;"Nova Erechim";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421145;"Nova Itaberaba";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421150;"Nova Trento";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421160;"Nova Veneza";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421165;"Novo Horizonte";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421170;"Orleans";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421175;"Otacílio Costa";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421180;"Ouro";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421185;"Ouro Verde";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421187;"Paial";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421189;"Painel";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421190;"Palhoça";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421200;"Palma Sola";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421205;"Palmeira";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421210;"Palmitos";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421220;"Papanduva";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421223;"Paraíso";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421225;"Passo de Torres";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421227;"Passos Maia";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421230;"Paulo Lopes";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421240;"Pedras Grandes";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421250;"Penha";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421260;"Peritiba";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421265;"Pescaria Brava";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421270;"Petrolândia";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421280;"Balneário Piçarras";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421290;"Pinhalzinho";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421300;"Pinheiro Preto";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421310;"Piratuba";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421315;"Planalto Alegre";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421320;"Pomerode";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421330;"Ponte Alta";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421335;"Ponte Alta do Norte";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421340;"Ponte Serrada";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421350;"Porto Belo";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421360;"Porto União";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421370;"Pouso Redondo";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421380;"Praia Grande";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421390;"Presidente Castello Branco";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421400;"Presidente Getúlio";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421410;"Presidente Nereu";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421415;"Princesa";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421420;"Quilombo";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421430;"Rancho Queimado";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421440;"Rio das Antas";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421450;"Rio do Campo";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421460;"Rio do Oeste";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421470;"Rio dos Cedros";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421480;"Rio do Sul";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421490;"Rio Fortuna";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421500;"Rio Negrinho";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421505;"Rio Rufino";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421507;"Riqueza";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421510;"Rodeio";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421520;"Romelândia";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421530;"Salete";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421535;"Saltinho";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421540;"Salto Veloso";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421545;"Sangão";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421550;"Santa Cecília";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421555;"Santa Helena";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421560;"Santa Rosa de Lima";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421565;"Santa Rosa do Sul";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421567;"Santa Terezinha";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421568;"Santa Terezinha do Progresso";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421569;"Santiago do Sul";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421570;"Santo Amaro da Imperatriz";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421575;"São Bernardino";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421580;"São Bento do Sul";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421590;"São Bonifácio";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421600;"São Carlos";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421605;"São Cristovão do Sul";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421610;"São Domingos";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421620;"São Francisco do Sul";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421625;"São João do Oeste";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421630;"São João Batista";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421635;"São João do Itaperiú";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421640;"São João do Sul";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421650;"São Joaquim";;0;1;0;"Não";0;"NÃO ALCANÇOU"
"SC";421660;"São José";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421670;"São José do Cedro";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421680;"São José do Cerrito";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421690;"São Lourenço do Oeste";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421700;"São Ludgero";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421710;"São Martinho";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421715;"São Miguel da Boa Vista";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421720;"São Miguel do Oeste";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421725;"São Pedro de Alcântara";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421730;"Saudades";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421740;"Schroeder";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421750;"Seara";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421755;"Serra Alta";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421760;"Siderópolis";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421770;"Sombrio";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421775;"Sul Brasil";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421780;"Taió";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421790;"Tangará";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421795;"Tigrinhos";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421800;"Tijucas";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421810;"Timbé do Sul";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421820;"Timbó";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421825;"Timbó Grande";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421830;"Três Barras";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421835;"Treviso";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421840;"Treze de Maio";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421850;"Treze Tílias";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421860;"Trombudo Central";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421870;"Tubarão";;2;4;50;"Não";50;"NÃO ALCANÇOU"
"SC";421875;"Tunápolis";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421880;"Turvo";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421885;"União do Oeste";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421890;"Urubici";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421895;"Urupema";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421900;"Urussanga";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421910;"Vargeão";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421915;"Vargem";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421917;"Vargem Bonita";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421920;"Vidal Ramos";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421930;"Videira";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421935;"Vitor Meireles";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421940;"Witmarsum";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421950;"Xanxerê";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421960;"Xavantina";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";421970;"Xaxim";;0;1;0;"Não";0;"NÃO ALCANÇOU"
"SC";421985;"Zortéa";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SC";422000;"Balneário Rincão";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430003;"Aceguá";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430005;"Água Santa";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430010;"Agudo";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430020;"Ajuricaba";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430030;"Alecrim";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430040;"Alegrete";;0;1;0;"Não";0;"NÃO ALCANÇOU"
"RS";430045;"Alegria";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430047;"Almirante Tamandaré do Sul";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430050;"Alpestre";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430055;"Alto Alegre";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430057;"Alto Feliz";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430060;"Alvorada";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430063;"Amaral Ferrador";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430064;"Ametista do Sul";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430066;"André da Rocha";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430070;"Anta Gorda";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430080;"Antônio Prado";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430085;"Arambaré";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430087;"Araricá";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430090;"Aratiba";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430100;"Arroio do Meio";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430105;"Arroio do Sal";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430107;"Arroio do Padre";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430110;"Arroio dos Ratos";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430120;"Arroio do Tigre";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430130;"Arroio Grande";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430140;"Arvorezinha";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430150;"Augusto Pestana";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430155;"Áurea";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430160;"Bagé";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430163;"Balneário Pinhal";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430165;"Barão";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430170;"Barão de Cotegipe";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430175;"Barão do Triunfo";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430180;"Barracão";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430185;"Barra do Guarita";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430187;"Barra do Quaraí";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430190;"Barra do Ribeiro";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430192;"Barra do Rio Azul";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430195;"Barra Funda";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430200;"Barros Cassal";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430205;"Benjamin Constant do Sul";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430210;"Bento Gonçalves";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430215;"Boa Vista das Missões";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430220;"Boa Vista do Buricá";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430222;"Boa Vista do Cadeado";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430223;"Boa Vista do Incra";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430225;"Boa Vista do Sul";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430230;"Bom Jesus";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430235;"Bom Princípio";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430237;"Bom Progresso";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430240;"Bom Retiro do Sul";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430245;"Boqueirão do Leão";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430250;"Bossoroca";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430258;"Bozano";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430260;"Braga";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430265;"Brochier";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430270;"Butiá";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430280;"Caçapava do Sul";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430290;"Cacequi";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430300;"Cachoeira do Sul";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430310;"Cachoeirinha";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430320;"Cacique Doble";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430330;"Caibaté";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430340;"Caiçara";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430350;"Camaquã";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430355;"Camargo";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430360;"Cambará do Sul";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430367;"Campestre da Serra";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430370;"Campina das Missões";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430380;"Campinas do Sul";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430390;"Campo Bom";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430400;"Campo Novo";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430410;"Campos Borges";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430420;"Candelária";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430430;"Cândido Godói";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430435;"Candiota";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430440;"Canela";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430450;"Canguçu";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430460;"Canoas";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430461;"Canudos do Vale";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430462;"Capão Bonito do Sul";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430463;"Capão da Canoa";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430465;"Capão do Cipó";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430466;"Capão do Leão";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430467;"Capivari do Sul";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430468;"Capela de Santana";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430469;"Capitão";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430470;"Carazinho";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430471;"Caraá";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430480;"Carlos Barbosa";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430485;"Carlos Gomes";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430490;"Casca";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430495;"Caseiros";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430500;"Catuípe";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RS";430510;"Caxias do Sul";;1;1;100;"Sim";100;"ALCANÇOU"
